Gender,Weight,Waist ,Hip,Chest,Height,Shoulder
0,75,72.08,111.27,107.24,162,49.0492
0,55,68.49,81.56,114.56,153.56,45.3722
0,55,89.33,94.58,112.25,153.28,46.5552
0,84,65.78,102,76.32,182.17,44.811
0,63,58.04,93.41,81.94,165.89,47.923
0,109,101.36,96.86,91.47,170.01,49.3472
0,52,82.33,111.59,77.2,147.32,47.0776
0,59,105.08,92.31,95.84,169.47,49.3574
0,67,87.96,87.55,108.84,172.83,48.5732
0,61,61.34,89.75,109.71,172.89,49.111
0,77,89.02,86.11,77.36,152.99,44.7928
0,74,97.82,79.04,110.42,171.02,48.8796
0,57,59.75,89.31,120.14,190.88,48.495
0,74,59.85,111.14,113.14,158.27,48.5726
0,64,93.3,96.8,113.62,154.07,47.9852
0,76,67.28,104.55,86.52,171.67,48.71
0,74,95.76,112.51,112.14,153.48,47.9072
0,58,65.93,107.2,118.29,154.85,48.4242
0,70,55.88,108.4,121.92,159.74,48.4982
0,55,64.16,68.62,83.39,171.46,48.4586
0,58,58.44,75.86,103.39,170.67,48.6862
0,46,55.88,105.47,107.38,170.61,48.217
0,63,59.6,82.37,117.24,160.13,48.4876
0,68,66.42,103.98,121.92,156.74,48.719
0,89,55.88,81.83,85.43,173.66,48.7984
0,44,60.85,76.62,114.15,159.63,48.4876
0,53,61.93,70.72,111.5,147.85,45.2796
0,82,55.93,92.14,75.85,158.98,45.8562
0,70,63.56,67.09,115.93,173.8,48.8422
0,60,64.56,104.75,109.09,184.4,48.1666
0,47,78.61,90.15,73.36,171.44,45.7018
0,56,103.08,83.27,109.59,161.53,48.5532
0,77,64.35,59.54,101.74,166.2,47.3716
0,60,69.1,106.99,116.53,176.93,48.3516
0,46,62.86,72.25,87.25,160.3,47.952
0,105,59.06,75.08,92.68,185.01,48.4912
0,48,59.76,60.7,104.6,163.86,47.4606
0,77,61.97,117.42,82.63,169.3,48.1246
0,68,89.65,70.59,103.6,175,48.4626
0,67,89.87,100.97,120.01,173.69,48.7588
0,61,75.89,84.77,115.71,165.84,48.1412
0,53,60.01,88.89,119.22,186.93,48.495
0,72,60.4,95.34,112.91,190.09,48.444
0,96,59.38,82.19,116.1,178.09,47.9998
0,72,85.23,86.46,112.79,178.33,47.5446
0,72,90,69.39,110.96,183.53,47.2674
0,74,58.21,80.91,114.86,155.27,47.6594
0,73,79.72,93.64,118.21,157.63,48.0592
0,70,65.09,89.86,108.21,182.05,48.3428
0,78,100.4,87.48,81.59,197.17,48.1564
0,67,58.68,82.04,102.79,168.66,48.7078
0,63,103.23,84.52,86.5,177.82,47.9762
0,57,81.31,86.45,107.44,173.19,48.9608
0,57,62.16,85.35,113.74,151.04,45.0204
0,56,77.79,85.92,121.92,152.71,46.9642
0,77,66.42,73.58,115.83,183.27,48.3176
0,48,65.21,111.05,121.92,171.39,49.3164
0,94,57.2,114.57,111.39,158.95,48.422
0,57,56.81,92.14,101.96,155.67,47.3822
0,42,57.47,116.69,93.97,162.99,48.2558
0,44,61.96,92.6,119.13,161.07,48.3354
0,71,59.69,94.71,89.96,196.36,48.495
0,70,61.19,89.18,104.33,184.28,48.0882
0,74,65.5,87.44,85.39,155.29,48.0614
0,60,59.86,127,88.14,147.32,46.4084
0,62,64.95,97.21,83.62,173.21,49.3636
0,49,96.5,88.01,110.59,151.22,46.6486
0,76,97.74,114.66,109.86,173.8,49.435
0,64,84.21,87.72,87.96,148.68,47.1462
0,76,83.2,95.56,98.41,152.2,46.3608
0,85,81.67,82.2,87.92,150.22,46.3574
0,77,83.33,113.89,96.78,178.88,47.787
0,43,55.88,93.18,117,157.97,48.109
0,58,56.4,106.63,118.89,189.39,48.2134
0,74,84.6,55.88,121.92,184.51,46.8162
0,90,56.4,106.78,110.14,173.94,48.9602
0,104,63.45,109.03,117.26,179.86,47.8102
0,54,84.96,105.13,118.41,189.29,47.8048
0,59,91.79,90.7,116.47,167.64,48.577
0,46,55.88,76.4,108.15,177.86,47.7966
0,62,59.94,91.84,121.92,180.3,47.7574
0,69,59.22,100.85,96.96,171.28,48.4884
0,78,93.84,90.62,93.64,153.57,46.6826
0,78,68.31,91.24,82.91,184.07,46.6898
0,41,57.62,105.9,103.55,166.63,48.3362
0,70,68.51,106.37,108,165.67,47.3544
0,43,70.75,78.42,110.87,165.69,47.9322
0,68,76.8,77.06,118.03,186.54,48.2012
0,64,76.36,68.01,110.44,168.54,48.7596
0,75,66.13,92.19,77.81,184.74,47.7622
0,42,64.51,55.88,120.09,165.64,47.4754
0,59,84,75.14,117.94,151.49,46.383
0,92,75.85,98.81,121.92,157.15,48.5428
0,72,56.95,91.61,121.92,160.02,48.0854
0,95,64.41,76.52,93.52,169.45,48.666
0,67,72.77,109.5,107.42,148.76,48.7576
0,67,98.48,96.36,85.14,152.05,46.5214
0,84,62.22,93.7,81.42,175.25,48.8724
0,68,86.92,105.86,114.02,173.12,48.7822
0,79,87.58,95.88,89.02,194.26,47.9362
0,68,74.58,94.33,105.91,194.17,48.4888
0,86,87.87,95.81,81.76,157.3,47.928
0,72,75.71,107.09,86.83,166.19,48.4962
0,82,55.88,63.6,72.86,182.28,42.3766
0,81,99.26,87.66,93.91,150.23,46.5218
0,44,78.2,111.18,114.24,158.09,49.305
0,66,73.89,75.53,116.43,167.17,48.865
0,95,89.42,98.23,118.75,153.55,46.5532
0,78,68.79,73.33,82.01,187.75,47.1632
0,69,95.15,92.5,115.32,168.55,49.157
0,55,77.07,84.64,98.64,165.83,48.1176
0,94,95.6,85.41,119.33,181.44,47.9352
0,61,67.15,70.69,113.66,170.76,48.6348
0,63,70.68,62.7,88.95,166.88,47.8922
0,75,62.3,80.73,74.86,174.76,45.3728
0,69,103.39,98.61,116.14,163.47,48.118
0,94,60.73,68.12,115.18,176.45,49.1494
0,54,82.03,71.83,80.69,153.29,45.8644
0,66,99.45,82.69,116.49,163.85,47.91
0,48,62.27,62.93,120.47,168.04,47.3958
0,48,57.97,99.42,109.43,165.62,48.1616
0,65,96.9,102.24,115.75,159.57,48.1996
0,48,76.98,84.34,117.22,175.46,49.4134
0,66,76.33,93.21,116.34,169.59,49.0396
0,64,66.12,81.5,84.96,169.42,48.8272
0,78,79.48,78.45,117.24,163.21,47.6326
0,99,65.1,98.65,101.09,188.19,48.8262
0,52,86.71,103.35,75.42,163.41,46.2472
0,69,64.61,103.58,114.83,149.09,46.7372
0,54,67.98,104.38,111.06,156.98,47.5298
0,67,97.79,87.56,90.29,147.68,46.9604
0,62,82.47,108.32,117.53,171.67,49.2588
0,48,58.88,88.97,82.83,147.32,46.061
0,81,60.57,75.84,73.38,158,45.7668
0,60,66.31,92.5,107.7,155.92,48.171
0,79,102.73,74.65,112.37,193.35,48.3384
0,86,57.81,78.1,116.4,192.22,48.4678
0,93,88.51,91.05,121.92,191.64,47.9872
0,63,92.27,88.43,119.86,167.05,48.577
0,74,55.97,108.78,99.62,170.96,48.7544
0,57,78.81,102.6,120.19,169.79,48.3308
0,58,60,100.03,89.37,157.81,48.3118
0,67,58.93,119.84,101.68,168.63,48.4122
0,97,96.46,119.16,110.72,164.16,47.915
0,75,81.25,84.32,117.95,153.88,46.506
0,81,62.94,90.5,121.92,177.48,49.0912
0,66,89.52,88.89,118.12,164.88,47.6384
0,49,76.78,99.2,121.92,187.24,48.2594
0,69,67.86,55.88,121.92,185.53,46.0514
0,51,75.14,92.64,110.91,164.96,48.1412
0,69,95.9,127,78.31,156.77,48.23
0,78,58.29,102.05,117.79,176.67,48.9114
0,50,67.54,94.24,113.07,150.09,46.3436
0,73,59.28,83.79,117.26,175.93,49.1854
0,62,59.02,72.42,91.17,169.52,48.6588
0,59,65,103.91,109.49,178.08,48.0552
0,79,55.88,71.76,94.67,193.57,47.9854
0,60,59.95,83.54,120.63,159.43,48.4876
0,66,92.5,90.19,109.61,184.66,47.9112
0,71,64.16,72.98,80.72,171.55,48.4312
0,78,91.69,66.2,118.41,179.7,46.4804
0,53,67.18,104.11,109.62,149.87,47.7432
0,82,106.37,99.14,100.74,179.53,47.5516
0,55,55.88,63.08,114.28,147.42,46.3382
0,70,59.96,87.91,117.97,147.32,46.1398
0,92,61.17,82.48,111.55,151.86,45.2216
0,76,65.12,104.05,82.16,151.59,45.865
0,96,62.16,73.1,120.66,198.12,48.4444
0,60,89.22,107.94,108.39,178.11,47.5696
0,69,65.21,102.94,111.1,178.14,48.0552
0,71,66.95,74.57,81.19,149.2,47.3722
0,68,63.28,97.24,117.31,173.03,49.0928
0,78,57.22,77.54,74.48,162.27,45.6604
0,52,98.54,114.49,115.06,167.01,49.3122
0,48,76.02,100.41,89.91,165.94,48.1306
0,51,57.27,93.74,85.1,167.8,48.3988
0,74,64.62,87.16,105.7,195.26,48.675
0,62,69.82,65.68,111.1,147.32,45.9658
0,82,86.3,84.65,117.88,177.26,48.9354
0,84,85.08,121.41,114.9,156.55,48.2448
0,61,55.88,89.43,87.33,166.49,48.152
0,87,64.8,83.45,119.62,193.07,48.8772
0,63,59.1,99.94,80.3,155.94,47.3208
0,72,79.46,85.04,121.13,171.2,48.5362
0,74,66.12,87.45,84.08,174.13,49.362
0,76,95.09,97.63,102.9,165.16,47.8148
0,73,90.16,94.53,118.37,169.26,48.5874
0,59,59.36,98.49,121.92,161.3,48.3118
0,80,62.44,58.64,116.92,150.22,45.704
0,60,94.66,84.1,118.53,163.81,47.8186
0,63,94.72,78.08,80.18,169.66,48.807
0,62,97.47,109.39,112,169.12,50.2406
0,69,70.57,87.86,117.49,170.01,48.858
0,65,62.7,93.06,78.88,149.79,46.5172
0,98,68.22,96.21,120.43,197.1,47.4096
0,45,74.52,90.83,115.6,164.6,48.1412
0,56,65.42,103.04,119.47,154.69,48.088
0,56,76.36,87.04,99.25,184.59,48.2872
0,75,91.17,82.54,109.5,154.27,47.9346
0,66,59.56,94.28,101.42,171.78,48.6118
0,84,56.82,95.44,111.99,180.52,47.48
0,84,83.2,78.81,113.25,190.8,47.9266
0,68,64.72,112.91,91.6,189.16,48.6494
0,51,55.88,85.62,118.4,156.43,48.0836
0,70,57.96,109.11,87.66,191.29,48.6178
0,77,61.88,104.35,121.92,152.27,44.988
0,91,95.15,102.08,120.36,175.72,49.0118
0,80,60.56,97.25,96.7,166.94,48.488
0,103,96.09,94.85,76.75,180.9,46.2808
0,74,62.51,73.76,86.56,150.04,46.7186
0,75,81.73,74.09,102.04,181.41,47.5702
0,69,95.45,126.56,112.68,166.18,47.915
0,68,63.09,68.52,113.42,198.12,48.5
0,61,65.13,73.28,109.78,176.31,49.7492
0,82,72.4,61.75,121.92,166.02,47.6478
0,97,62.52,98.39,113.25,152.34,45.149
0,46,104.28,98.62,88.69,155.72,48.42
0,44,73.65,67.73,78.1,153.38,46.332
0,73,85.66,88.16,97.47,182.92,47.6562
0,66,66.87,73.29,115.97,153.04,46.507
0,65,59.38,68.43,120.42,195.08,48.5666
0,66,61.89,79.34,83.72,177.74,47.8354
0,55,76.6,86.51,114.64,181.02,48.1088
0,75,102.25,97.09,87.09,189.72,48.1816
0,89,62.27,76.27,86.82,156.88,48.3126
0,73,84.89,94.38,90.6,184.1,47.6056
0,76,69.28,69.66,90.06,162.29,47.3664
0,78,65.9,87.13,84.75,182.33,48.0806
0,74,100.64,89.57,97.67,180.87,48.1132
0,92,79.43,101,110.25,156.68,48.0218
0,81,71.11,99.97,86.4,152.88,46.7804
0,97,79.37,80.05,80.41,183.57,47.51
0,54,88.68,55.88,92.97,165.24,46.8384
0,63,95.69,115.96,118.42,163.42,47.915
0,85,62.17,79.39,117.44,173.56,49.1854
0,68,65.39,83.77,112.05,183.43,48.3176
0,65,90.43,98.68,112.41,177.99,47.4662
0,66,75.02,94.6,107.04,150.49,46.8684
0,51,59.24,86.19,109.02,147.32,46.1904
0,59,104.24,72,107.99,171.18,48.7178
0,94,101.7,110.12,113.18,179.99,47.8682
0,63,92.16,67.03,119.33,149.95,47.1914
0,55,64.53,122.25,121.65,157.86,48.118
0,93,84.61,89.34,96.27,151.3,46.3084
0,73,93.36,94.54,100.04,156.34,48.2122
0,76,60.5,70.83,118.41,149.24,45.8844
0,48,95.12,83.56,113.48,188.53,48.2148
0,56,58.62,73.86,115.62,154.17,47.6324
0,56,98.63,75.07,109.07,188.37,48.1526
0,46,62.95,93.54,86.71,178.02,47.9682
0,71,68.99,76.95,111.18,171.92,47.71
0,82,92.88,97.42,118.63,164.65,47.8148
0,41,101.61,100.81,84.41,155.12,48.4968
0,97,60.08,107.1,121.92,177.52,49.1126
0,65,102.9,96.75,98.94,154.89,48.515
0,67,106.39,82.26,110.14,147.77,47.9876
0,93,63.18,96.5,81.78,178.09,47.792
0,100,88.76,88.99,100.89,159.76,47.9618
0,41,71.18,81.38,110.18,148.42,47.1546
0,100,82.67,114.2,85.29,178.82,47.7048
0,80,106.68,87.67,116.16,167.26,49.6404
0,46,81.36,104.56,119.56,150.22,46.5194
0,69,92.31,77.67,111.1,170.43,48.6306
0,59,55.88,82.36,107.2,155.63,47.558
0,86,67.08,84.87,121.92,182.37,48.3428
0,77,65.14,68.14,104.4,174.64,49.5956
0,66,66.81,88.08,87.84,194.16,48.8772
0,68,62.55,84.29,86.82,179.14,47.6204
0,73,60,85.67,83.16,153.33,44.8878
0,77,66.87,65.98,110.11,198.12,48.5262
0,79,55.88,81.5,112.48,161.16,48.2848
0,81,96.56,93.57,115,187.88,48.2916
0,56,85.81,74.29,106.69,168.72,48.6616
0,90,76.24,90.92,115.53,178.28,48.0226
0,72,60.7,66.46,111.77,175.99,48.7788
0,80,83.22,114.7,102.19,178.27,47.787
0,70,60.52,110.43,88.55,161.22,48.5726
0,64,58.42,98.86,95.62,171.09,48.4396
0,67,58.05,113.17,116.12,192.89,48.6178
0,53,91.84,93.54,106.49,147.39,46.9508
0,53,56.53,88.62,85.46,179.03,47.6634
0,68,57.49,82.31,101.72,157.67,48.3862
0,54,65.15,96.05,110.88,151.04,46.2094
0,51,58.02,83.13,109.99,163.12,48.3862
0,68,67.44,60.11,121.92,179.32,44.8542
0,58,55.88,87.49,90,168.52,48.3834
0,56,70.55,72.09,102.85,155.92,47.649
0,41,83.11,70.47,98.73,147.32,45.9844
0,67,91.18,74.96,105.37,188.28,48.0032
0,60,63.47,97.48,119.11,153.68,45.3996
0,69,71.55,84.6,88.15,172.5,48.76
0,56,55.88,80.33,111.29,177.25,48.908
0,66,66.11,97.46,110.12,171.1,48.9194
0,46,61.1,55.88,120.09,155.62,46.8398
0,74,69.03,66.68,107.74,191.45,46.846
0,81,61.01,85.92,114.78,188.87,48.495
0,51,56.95,90.74,120.28,155.78,47.3822
0,96,86.89,103.55,107.03,175.27,48.7332
0,53,94.67,96.19,114.58,192.54,48.1638
0,65,65.02,79.99,91.98,183.48,48.3176
0,59,56.59,103.6,76.56,148.79,44.2604
0,82,58.81,86.09,83.44,165.36,48.0732
0,61,68.56,86.81,120.83,174.09,48.2838
0,53,90.67,95.45,116.63,173.4,49.0626
0,47,95.62,111.18,116.51,154.16,49.2394
0,93,55.88,73.73,107.65,191.55,48.3154
0,63,58.37,106.32,88.09,169.06,48.3382
0,81,101.16,113.39,100.05,190.73,48.5006
0,71,92.5,81.15,108.18,164.99,47.7638
0,76,60.65,112.86,120.8,172.22,48.8052
0,50,61.98,91.63,112.82,149.44,46.545
0,48,89.71,85.63,121.92,174.32,48.9864
0,72,55.88,99.38,101.17,179.23,47.4252
0,51,57.41,69.21,107.03,149.21,46.9642
0,75,57.92,65.96,96.01,179.49,47.3512
0,63,69.17,72.72,117.65,174.02,48.2914
0,81,61.93,99.47,93.14,184.12,48.0882
0,69,63.74,96.94,121.92,147.32,46.2686
0,60,71.37,121,121.92,150.56,46.8914
0,41,58.17,81.83,81.46,168.06,48.3442
0,79,90.57,109.36,112.09,179.05,48.092
0,69,100.28,93.4,106.58,150.81,46.5218
0,77,60.6,83.14,111.71,172.2,48.6862
0,48,64.22,98.58,105.71,192.47,48.624
0,57,60.76,75.76,86.13,160.62,48.4016
0,60,55.88,81.73,91.72,147.32,46.1904
0,105,101.06,97.55,97.09,193.73,48.2892
0,70,74.09,109.71,110.47,166.88,49.8628
0,60,58.32,92.52,90.04,151.96,44.9716
0,60,57.13,94.2,115.29,149.31,46.42
0,71,80.98,75.77,77.05,173.38,46.8696
0,61,60.48,110.41,96.67,158.96,48.549
0,68,93.79,92.94,120.29,161.32,48.1424
0,55,70.53,96.88,117.85,147.32,47.2052
0,60,78.02,73.48,108.99,166.3,48.1648
0,78,82.59,91.91,85.03,195.87,47.9304
0,68,87.21,110.45,107.83,175.68,49.4882
0,59,58.26,76.35,121.92,147.32,46.063
0,62,55.88,98.24,113.71,165.37,48.0854
0,77,65.35,110.15,84.73,169.55,49.052
0,78,100.49,91.78,84.7,180.99,48.031
0,65,87.68,55.88,95.22,197.75,46.8928
0,60,55.88,82.25,92.06,164.08,48.2848
0,59,58.08,107.38,117.15,151.14,45.3476
0,74,72.15,93.44,113.31,169.03,48.858
0,67,66.82,83.39,85.45,151.39,46.28
0,44,55.88,85.78,116.92,155.79,47.3822
0,57,67.75,112.72,82.21,149.37,47.1832
0,56,67.75,88.54,81.68,162.65,47.2982
0,68,64.15,83.69,71.12,190.91,44.3642
0,45,69.52,90.77,114.44,153.73,45.3644
0,58,66.16,100.14,97.31,170.07,48.9172
0,55,104.64,84.12,110.31,165.51,48.1982
0,68,99.43,101.75,83.62,157.27,48.1114
0,80,63.08,96.18,107.34,162.43,48.2212
0,65,55.88,75.09,121.92,178.29,47.7224
0,84,55.88,97.78,78.1,166.4,47.7542
0,104,100.37,74.56,80.43,183.71,47.7436
0,100,81.63,82.38,102.11,147.32,46.8488
0,46,58.5,81.6,112.6,147.32,46.3916
0,60,92.93,83.13,110.74,153.39,46.659
0,84,72.98,82.54,110.93,171.6,48.8518
0,86,88.58,101.3,109.75,169.64,48.2836
0,109,69.66,106.3,103.6,171.27,47.4946
0,65,56.26,106.47,112.46,187.96,48.2134
0,65,60.73,96.77,114.71,163.86,48.3354
0,77,106.68,101.58,109.61,152.61,47.9466
0,58,55.88,97.94,110.95,183.84,47.9592
0,56,65.03,84.15,113.94,156.38,48.8236
0,43,57.77,109.82,104.56,188.1,48.6178
0,60,62.29,116.87,115.07,164.99,48.1652
0,68,96.39,89.28,106.64,162.2,48.337
0,81,66.61,112.8,112.63,155.99,48.8344
0,61,86.08,74.5,76.47,147.32,45.4834
0,80,87.52,121.24,121.92,165.36,47.6498
0,53,58.74,85.57,114.27,179.33,47.7026
0,75,73.13,91.43,103.41,188.75,48.4888
0,71,83.85,124.11,97.61,173.61,48.896
0,100,89.74,86.77,101.62,156.85,48.0848
0,65,70.01,105.15,121.92,160.34,48.2318
0,81,98.47,104.6,76.37,170.6,47.6068
0,62,94.66,70.6,112.92,190.59,47.7752
0,72,101.8,80.16,102.75,190.74,48.311
0,41,70.47,61.49,76.84,185.96,45.0752
0,75,55.95,121.65,79.64,147.92,46.2298
0,83,88.08,64.75,101.06,198.01,47.0214
0,49,62.63,76.89,102.32,191.77,48.5224
0,66,57.04,88.59,91.06,157.28,48.0836
0,42,104.31,111.08,112,177.31,49.8418
0,59,69.46,73.98,113.55,181.54,46.84
0,62,59.32,96.84,103.15,159.02,48.2882
0,87,93.73,104.87,111.28,156.57,48.302
0,75,78.53,97.57,78.98,153.27,46.911
0,83,86.96,92.32,119.39,188.68,47.9872
0,72,56.44,65.62,118.19,176.78,48.7028
0,77,66.61,98.66,86.11,185.18,48.5386
0,51,97.31,111.78,115.81,155.62,49.2394
0,83,63.19,118.06,108.64,174.55,48.864
0,42,75.03,96.52,109.85,167.02,48.9236
0,84,63.68,120.25,107.03,166.06,48.14
0,87,74.02,78.16,103.44,188.49,48.4028
0,71,70.56,83.22,91.55,171.9,48.7326
0,72,60.36,96.6,114.16,167.73,48.6098
0,76,64.04,90.76,117.2,176.1,49.0912
0,59,62.5,81.21,116.12,147.32,46.3428
0,50,62.67,124.38,118.91,164.52,48.1652
0,58,65.83,88.41,113.75,155,48.1204
0,66,84.42,101.8,121.92,156.42,47.9982
0,64,81.91,116.46,99.24,176.65,48.896
0,86,69.57,85.84,112.48,176.92,48.1938
0,53,98.44,108.34,119.07,150.62,47.702
0,56,55.88,62.3,107.27,172.43,47.2092
0,64,98.52,85.89,111.51,177.52,49.267
0,68,72.57,93.39,97.79,162.3,48.42
0,96,98.73,88.31,78.3,169.24,48.9952
0,67,92,75.56,87.91,168.73,48.8418
0,71,63.58,83.57,114.88,149.32,46.8478
0,67,55.88,83.59,118.74,173.5,48.908
0,60,55.88,79.12,102.88,172.14,48.4362
0,75,68.08,114.03,85.41,175.37,48.336
0,53,58.77,83.42,108.95,162.43,48.5112
0,99,71.92,86.27,97.06,165.52,47.936
0,65,58.95,84.26,98.6,147.32,46.3154
0,55,89.75,117.14,109.31,174.72,48.896
0,64,63.13,81.33,113.34,180.42,47.7848
0,67,77.46,105.5,83.48,164.21,48.1304
0,53,61.86,77.15,87.63,161.61,48.5112
0,91,61.73,77.97,82.45,162.39,48.2726
0,64,60.59,93.38,92.9,178.17,48.0504
0,70,63.92,79.63,75.34,161.48,45.9168
0,68,76.96,88.36,104.54,173.14,49.4134
0,70,56.9,85.4,103.66,169.04,48.358
0,71,89.12,84.34,76.3,157.7,46.6276
0,101,66.58,101.42,104.35,159.59,48.6916
0,62,80.31,88.95,116.53,187.6,48.0126
0,79,67.65,75.09,113.48,174.42,48.3814
0,76,60.29,77.73,84.76,172.42,48.4476
0,102,83.26,107.16,86.66,187.14,47.9262
0,45,62.64,85.84,95.93,147.32,46.1416
0,66,62.23,69.93,92.65,158.23,48.0748
0,73,61.46,103.05,118.36,189.65,48.3424
0,51,58.3,113.07,104.67,147.32,46.6976
0,92,93.07,78.37,102.95,165.52,47.8148
0,42,98.07,111.87,119.81,175.5,49.8684
0,93,94.3,103.85,105.85,150.61,46.7704
0,46,61.87,80.47,121.92,151.64,45.2216
0,67,94.09,76.48,114.45,166.34,47.8422
0,77,92.99,94.5,100.81,167.51,48.8082
0,42,59.89,118.14,121.31,157.12,48.2068
0,77,78.62,91.17,88.82,188.03,48.0598
0,55,69.6,86.77,106.47,162.88,47.1912
0,59,58.25,81.54,117.92,163.54,48.3862
0,69,88.19,74.38,103.32,158.42,48.009
0,86,62.6,79.71,105.64,153.01,45.5228
0,62,67.27,81.87,82.75,157.93,48.5868
0,64,67.74,87.68,103.67,155.77,46.9582
0,52,58.84,83.16,81.55,164.94,48.249
0,59,69.73,84.28,98.31,153.51,45.4384
0,100,63.19,94.42,116.02,172.76,48.7602
0,47,92.49,114.63,114.86,185.13,48.0988
0,51,98.58,119.43,108.61,148.62,47.681
0,59,62.25,84.81,116.91,173,49.2162
0,75,65.65,107.29,84.54,148.99,47.7742
0,62,63.47,84.87,105.25,170.43,48.717
0,76,80.68,120.87,89.25,148.34,47.4002
0,82,96.88,95.03,83.12,153.3,46.7462
0,65,63.54,59.91,90.42,187.17,47.2354
0,50,62.84,108.69,108.89,149.94,47.1282
0,46,95.43,94.56,78.85,149.53,47.459
0,55,97.98,82.84,115.25,152.36,46.4982
0,62,68.72,118.96,109.23,188.62,47.5598
0,75,105.23,102.12,98.67,179.33,47.2718
0,57,85.19,87.2,103.07,176.8,48.9354
0,98,92.09,89.79,77.4,197.79,47.8644
0,72,74.33,66.45,81.42,147.32,46.9982
0,80,96.86,113.68,116.98,153.2,47.3168
0,46,58.94,98.14,116.19,161.49,48.3118
0,59,93.07,113.99,98.73,161.71,48.5962
0,47,76.87,104.96,100.15,155.93,48.3602
0,89,61.66,87.33,92.5,155.7,47.5324
0,74,77.5,91.86,88.25,158.47,48.3942
0,84,94.59,80.12,121.92,173.98,49.1024
0,54,82.57,81.05,101.55,166.27,47.609
0,53,64.64,78.5,114.93,189.92,48.675
0,77,63.78,103.88,120.11,176.53,48.9424
0,57,64.35,87.37,115.81,170.15,48.592
0,76,72.42,89.72,112.49,167.02,48.9236
0,58,68.62,91.99,96.7,172.59,47.6124
0,51,55.88,65.12,86.78,178.27,47.4856
0,68,98.7,87.51,100.19,181.29,47.8822
0,90,74.53,119.38,106.49,156.16,48.6046
0,88,92.27,73.05,114.77,156.91,48.2358
0,98,68.79,89.12,117.2,171.77,47.6124
0,58,63.67,106.7,111.93,182.81,48.2404
0,51,93.5,59.87,121.65,187.4,47.1732
0,41,56.13,77.18,79.09,170.87,48.2798
0,41,62.3,82.5,111.35,151.91,45.3232
0,53,88.69,90.92,110.92,148.64,47.1698
0,76,80.63,88.46,93.15,161.81,47.913
0,95,82.5,98.32,81.83,191.63,47.7246
0,78,75.16,78.35,85.77,147.32,47.1526
0,59,85.94,66.64,110.61,172.15,47.7764
0,52,69.42,82.99,121.92,155.36,47.1692
0,50,77.4,124.13,80.44,189.8,48.3378
0,100,55.88,74.4,107.72,155.43,47.558
0,65,57.12,120.62,114.37,177.56,48.8838
0,75,59.09,86.46,81.08,152.33,44.6882
0,50,70.89,103.27,85.67,151.32,46.7488
0,71,82.2,94.09,114.53,178.88,47.57
0,69,67.89,81.06,109.75,157.88,47.6108
0,46,62.36,110.46,98.14,152.18,45.5294
0,44,89.12,96.68,80.35,159.02,47.8796
0,68,64.9,81.29,110.3,190.54,48.8772
0,58,83.78,71.89,95.21,184.81,47.3676
0,58,106.37,86.1,113.44,150.82,47.8558
0,105,96.11,96.63,116.31,185.2,47.9332
0,69,97.58,84.71,88.7,162.39,48.337
0,71,63.76,61.36,111.83,179.69,46.3452
0,68,95.14,127,113.79,168.12,49.0416
0,75,64.87,69.97,82.27,170.6,48.3474
0,74,71.02,91.71,103.28,174.15,49.2318
0,79,90.17,127,114.38,168.38,48.7888
0,74,68.57,55.88,88.21,155.05,46.1212
0,64,60.3,97.86,119.73,150.84,45.0474
0,75,74.71,127,119.19,151.21,47.122
0,85,104.73,79.84,82.82,174.4,49.3668
0,70,62.51,86.45,96.32,172.37,48.5684
0,63,62.47,89.54,113.6,168.77,48.5664
0,52,91.71,85.39,110.44,190.85,48.0892
0,46,88.22,100.28,109.71,170.18,48.3324
0,72,78.04,126.97,83.66,166.61,48.9322
0,46,73.98,65.27,97.28,174.99,48.7732
0,75,72.6,85.43,119.76,161.17,48.42
0,69,64.28,63.98,119.17,157.55,47.3494
0,97,85.96,71.73,80.31,198.12,47.438
0,54,99.36,99.67,118.34,167.86,49.2454
0,41,57.99,68.92,115.2,162.8,48.7986
0,79,86.04,85.94,114.06,153.76,46.4806
0,74,67.08,122.56,121.92,151.4,46.4216
0,58,76.62,77.67,121.2,171.74,48.8282
0,46,59.83,111.35,100.52,152.41,45.4278
0,63,56.86,105.41,112.62,158.13,47.9844
0,48,76.17,88.22,120.61,167.68,49.196
0,48,103.45,95.39,121.92,147.32,47.5242
0,58,76.92,89.14,111.54,147.32,47.3088
0,41,79.17,80.63,121.92,156.6,48.0828
0,46,93.77,95.21,117.94,158.24,48.1402
0,70,64.01,116.03,80.74,188.14,48.258
0,64,89.46,101.32,119.64,161.4,47.9266
0,70,80.24,90.95,111.45,171.02,48.489
0,61,81.16,89.69,110.91,170.31,48.5618
0,93,76.78,77.89,120.01,157.05,48.5428
0,54,57.43,67.63,104.31,151.01,44.8068
0,80,55.88,117.41,121.92,149.95,46.5612
0,58,95.81,90.52,118.36,151.12,46.6486
0,68,73.71,105.87,107.18,163.04,48.2362
0,66,55.88,86.65,113.23,151.59,44.8702
0,62,66.01,108.45,119.54,166.75,49.4116
0,61,90.79,91.94,112.04,171.85,48.5656
0,96,63.21,87.88,121.92,188.06,48.5224
0,80,83.65,111.09,103.81,171.24,49.1846
0,51,76.67,78.23,101.44,157.43,48.5428
0,69,62.75,91.23,79.04,147.71,46.0122
0,54,62.3,92.87,97.5,147.32,46.1416
0,77,99.9,86.04,76.33,181.05,46.2278
